product_id,warehouse_id,current_stock,reorder_level,updated_at
P0019,W07,665,123,2026-09-06T01:25:20.954352
P0019,W08,955,226,2026-09-06T01:25:20.954352
P0020,W01,412,122,2026-09-06T01:25:20.954352
P0020,W02,472,107,2026-09-06T01:25:20.954352
P0020,W03,396,126,2026-09-06T01:25:20.954352
P0020,W04,211,266,2026-09-06T01:25:20.954352
P0020,W05,897,109,2026-09-06T01:25:20.954352
P0020,W06,116,126,2026-09-06T01:25:20.954352
P0020,W07,688,132,2026-09-06T01:25:20.954352
P0020,W08,462,154,2026-09-06T01:25:20.954352
P0021,W01,545,156,2026-09-06T01:25:20.954352
P0021,W02,877,123,2026-09-06T01:25:20.954352
P0021,W03,680,233,2026-09-06T01:25:20.954352
P0021,W04,646,266,2026-09-06T01:25:20.954352
P0021,W05,89,216,2026-09-06T01:25:20.954352
P0021,W06,166,107,2026-09-06T01:25:20.954352
P0021,W07,960,162,2026-09-06T01:25:20.954352
P0021,W08,987,181,2026-09-06T01:25:20.954352
P0022,W01,481,250,2026-09-06T01:25:20.954352
P0022,W02,389,191,2026-09-06T01:25:20.954352
P0022,W03,977,208,2026-09-06T01:25:20.954352
P0022,W04,265,103,2026-09-06T01:25:20.954352
P0022,W05,31,116,2026-09-06T01:25:20.954352
P0022,W06,583,116,2026-09-06T01:25:20.954352
P0022,W07,681,298,2026-09-06T01:25:20.954352
P0022,W08,872,266,2026-09-06T01:25:20.954352
P0023,W01,952,288,2026-09-06T01:25:20.954352
P0023,W02,932,181,2026-09-06T01:25:20.954352
P0023,W03,297,133,2026-09-06T01:25:20.954352
P0023,W04,799,202,2026-09-06T01:25:20.954352
P0023,W05,740,114,2026-09-06T01:25:20.954352
P0023,W06,726,212,2026-09-06T01:25:20.954352
P0023,W07,566,138,2026-09-06T01:25:20.954352
P0023,W08,872,174,2026-09-06T01:25:20.954352
P0024,W01,76,131,2026-09-06T01:25:20.954352
P0024,W02,431,171,2026-09-06T01:25:20.954352
P0024,W03,210,169,2026-09-06T01:25:20.954352
P0024,W04,780,276,2026-09-06T01:25:20.954352
P0024,W05,176,177,2026-09-06T01:25:20.954352
P0024,W06,983,269,2026-09-06T01:25:20.954352
P0024,W07,724,117,2026-09-06T01:25:20.954352
P0024,W08,856,131,2026-09-06T01:25:20.954352
P0025,W01,259,221,2026-09-06T01:25:20.954352
P0025,W02,324,174,2026-09-06T01:25:20.954352
P0025,W03,674,201,2026-09-06T01:25:20.954352
P0025,W04,965,211,2026-09-06T01:25:20.954352
P0025,W05,147,170,2026-09-06T01:25:20.954352
P0025,W06,931,292,2026-09-06T01:25:20.954352
P0025,W07,540,137,2026-09-06T01:25:20.954352
P0025,W08,129,158,2026-09-06T01:25:20.954352
P0026,W01,975,115,2026-09-06T01:25:20.954352
P0026,W02,659,208,2026-09-06T01:25:20.954352
P0026,W03,916,175,2026-09-06T01:25:20.954352
P0026,W04,129,290,2026-09-06T01:25:20.954352
P0026,W05,75,120,2026-09-06T01:25:20.954352
P0026,W06,432,230,2026-09-06T01:25:20.954352
P0026,W07,267,202,2026-09-06T01:25:20.954352
P0026,W08,56,157,2026-09-06T01:25:20.954352
P0027,W01,530,252,2026-09-06T01:25:20.954352
P0027,W02,828,189,2026-09-06T01:25:20.954352
P0027,W03,100,260,2026-09-06T01:25:20.954352
P0027,W04,718,186,2026-09-06T01:25:20.954352
P0027,W05,628,138,2026-09-06T01:25:20.954352
P0027,W06,243,171,2026-09-06T01:25:20.954352
P0027,W07,941,276,2026-09-06T01:25:20.954352
P0027,W08,432,200,2026-09-06T01:25:20.954352
P0028,W01,326,137,2026-09-06T01:25:20.954352
P0028,W02,66,292,2026-09-06T01:25:20.954352
P0028,W03,507,173,2026-09-06T01:25:20.954352
P0028,W04,434,165,2026-09-06T01:25:20.954352
P0028,W05,332,148,2026-09-06T01:25:20.954352
P0028,W06,779,159,2026-09-06T01:25:20.954352
P0028,W07,100,210,2026-09-06T01:25:20.954352
P0028,W08,770,169,2026-09-06T01:25:20.954352
P0029,W01,594,180,2026-09-06T01:25:20.954352
P0029,W02,9,210,2026-09-06T01:25:20.954352
P0029,W03,34,299,2026-09-06T01:25:20.954352
P0029,W04,331,265,2026-09-06T01:25:20.954352
P0029,W05,841,173,2026-09-06T01:25:20.954352
P0029,W06,105,124,2026-09-06T01:25:20.954352
P0029,W07,707,154,2026-09-06T01:25:20.954352
P0029,W08,487,267,2026-09-06T01:25:20.954352
P0030,W01,106,157,2026-09-06T01:25:20.954352
P0030,W02,657,272,2026-09-06T01:25:20.954352
P0030,W03,297,264,2026-09-06T01:25:20.954352
P0030,W04,435,290,2026-09-06T01:25:20.954352
P0030,W05,906,161,2026-09-06T01:25:20.954352
P0030,W06,647,126,2026-09-06T01:25:20.954352
P0030,W07,775,275,2026-09-06T01:25:20.954352
P0030,W08,12,227,2026-09-06T01:25:20.954352
P0031,W01,556,253,2026-09-06T01:25:20.954352
P0031,W02,868,275,2026-09-06T01:25:20.954352
P0031,W03,46,263,2026-09-06T01:25:20.954352
P0031,W04,495,237,2026-09-06T01:25:20.954352
P0031,W05,438,247,2026-09-06T01:25:20.954352
P0031,W06,855,275,2026-09-06T01:25:20.954352
P0031,W07,767,182,2026-09-06T01:25:20.954352
P0031,W08,463,291,2026-09-06T01:25:20.954352
P0032,W01,384,113,2026-09-06T01:25:20.954352
P0032,W02,114,242,2026-09-06T01:25:20.954352
P0032,W03,819,296,2026-09-06T01:25:20.954352
P0032,W04,539,158,2026-09-06T01:25:20.954352
P0032,W05,14,170,2026-09-06T01:25:20.954352
P0032,W06,109,278,2026-09-06T01:25:20.954352
P0032,W07,689,182,2026-09-06T01:25:20.954352
P0032,W08,649,171,2026-09-06T01:25:20.954352
P0033,W01,654,172,2026-09-06T01:25:20.954352
P0033,W02,500,178,2026-09-06T01:25:20.954352
P0033,W03,857,227,2026-09-06T01:25:20.954352
P0033,W04,246,160,2026-09-06T01:25:20.954352
P0033,W05,273,279,2026-09-06T01:25:20.954352
P0033,W06,228,195,2026-09-06T01:25:20.954352
P0033,W07,670,267,2026-09-06T01:25:20.954352
P0033,W08,877,255,2026-09-06T01:25:20.954352
P0034,W01,480,163,2026-09-06T01:25:20.954352
P0034,W02,442,294,2026-09-06T01:25:20.954352
P0034,W03,617,222,2026-09-06T01:25:20.954352
P0034,W04,35,124,2026-09-06T01:25:20.954352
P0034,W05,680,209,2026-09-06T01:25:20.954352
P0034,W06,514,297,2026-09-06T01:25:20.954352
P0034,W07,368,139,2026-09-06T01:25:20.954352
P0034,W08,856,192,2026-09-06T01:25:20.954352
P0035,W01,856,161,2026-09-06T01:25:20.954352
P0035,W02,78,270,2026-09-06T01:25:20.954352
P0035,W03,828,279,2026-09-06T01:25:20.954352
P0035,W04,495,181,2026-09-06T01:25:20.954352
P0035,W05,49,165,2026-09-06T01:25:20.954352
P0035,W06,4,244,2026-09-06T01:25:20.954352
P0035,W07,219,221,2026-09-06T01:25:20.954352
P0035,W08,18,121,2026-09-06T01:25:20.954352
P0036,W01,933,291,2026-09-06T01:25:20.954352
P0036,W02,118,232,2026-09-06T01:25:20.954352
P0036,W03,335,259,2026-09-06T01:25:20.954352
P0036,W04,407,242,2026-09-06T01:25:20.954352
P0036,W05,586,278,2026-09-06T01:25:20.954352
P0036,W06,458,168,2026-09-06T01:25:20.954352
P0036,W07,659,104,2026-09-06T01:25:20.954352
P0036,W08,755,258,2026-09-06T01:25:20.954352
P0037,W01,367,143,2026-09-06T01:25:20.954352
P0037,W02,578,105,2026-09-06T01:25:20.954352
P0037,W03,335,285,2026-09-06T01:25:20.954352
P0037,W04,806,268,2026-09-06T01:25:20.954352
P0037,W05,960,190,2026-09-06T01:25:20.954352
P0037,W06,33,253,2026-09-06T01:25:20.954352
P0037,W07,358,223,2026-09-06T01:25:20.954352
P0037,W08,943,246,2026-09-06T01:25:20.954352
P0038,W01,156,228,2026-09-06T01:25:20.954352
P0038,W02,69,235,2026-09-06T01:25:20.954352
P0038,W03,273,214,2026-09-06T01:25:20.954352
P0038,W04,747,139,2026-09-06T01:25:20.954352
P0038,W05,399,201,2026-09-06T01:25:20.954352
P0038,W06,517,112,2026-09-06T01:25:20.954352
P0038,W07,406,152,2026-09-06T01:25:20.954352
P0038,W08,758,255,2026-09-06T01:25:20.954352
P0039,W01,620,262,2026-09-06T01:25:20.954352
P0039,W02,913,144,2026-09-06T01:25:20.954352
P0039,W03,294,119,2026-09-06T01:25:20.954352
P0039,W04,436,262,2026-09-06T01:25:20.954352
P0039,W05,97,123,2026-09-06T01:25:20.954352
P0039,W06,611,188,2026-09-06T01:25:20.954352
P0039,W07,882,168,2026-09-06T01:25:20.954352
P0039,W08,36,276,2026-09-06T01:25:20.954352
P0040,W01,738,285,2026-09-06T01:25:20.954352
P0040,W02,944,262,2026-09-06T01:25:20.954352
P0040,W03,849,197,2026-09-06T01:25:20.954352
P0040,W04,181,289,2026-09-06T01:25:20.954352
P0040,W05,499,231,2026-09-06T01:25:20.954352
P0040,W06,661,256,2026-09-06T01:25:20.954352
P0040,W07,26,230,2026-09-06T01:25:20.954352
P0040,W08,1000,236,2026-09-06T01:25:20.954352
P0041,W01,753,290,2026-09-06T01:25:20.954352
P0041,W02,671,113,2026-09-06T01:25:20.954352
P0041,W03,403,228,2026-09-06T01:25:20.954352
P0041,W04,818,151,2026-09-06T01:25:20.954352
P0041,W05,91,295,2026-09-06T01:25:20.954352
P0041,W06,125,138,2026-09-06T01:25:20.954352
P0041,W07,983,270,2026-09-06T01:25:20.954352
P0041,W08,841,130,2026-09-06T01:25:20.954352
P0042,W01,471,249,2026-09-06T01:25:20.954352
P0042,W02,340,254,2026-09-06T01:25:20.954352
P0042,W03,142,241,2026-09-06T01:25:20.954352
P0042,W04,152,299,2026-09-06T01:25:20.954352
P0042,W05,845,141,2026-09-06T01:25:20.954352
P0042,W06,214,161,2026-09-06T01:25:20.954352
P0042,W07,978,120,2026-09-06T01:25:20.954352
P0042,W08,189,184,2026-09-06T01:25:20.954352
P0043,W01,399,224,2026-09-06T01:25:20.954352
P0043,W02,510,135,2026-09-06T01:25:20.954352
P0043,W03,354,100,2026-09-06T01:25:20.954352
P0043,W04,844,276,2026-09-06T01:25:20.954352
P0043,W05,725,154,2026-09-06T01:25:20.954352
P0043,W06,531,188,2026-09-06T01:25:20.954352
P0043,W07,965,293,2026-09-06T01:25:20.954352
P0043,W08,913,209,2026-09-06T01:25:20.954352
P0044,W01,126,208,2026-09-06T01:25:20.954352
P0044,W02,179,276,2026-09-06T01:25:20.954352
P0044,W03,471,279,2026-09-06T01:25:20.954352
P0044,W04,118,166,2026-09-06T01:25:20.954352
P0044,W05,94,148,2026-09-06T01:25:20.954352
P0044,W06,285,144,2026-09-06T01:25:20.954352
P0044,W07,508,267,2026-09-06T01:25:20.954352
P0044,W08,725,226,2026-09-06T01:25:20.954352
P0045,W01,193,136,2026-09-06T01:25:20.954352
P0045,W02,206,180,2026-09-06T01:25:20.954352
P0045,W03,666,225,2026-09-06T01:25:20.954352
P0045,W04,238,279,2026-09-06T01:25:20.954352
P0045,W05,501,165,2026-09-06T01:25:20.954352
P0045,W06,184,300,2026-09-06T01:25:20.954352
P0045,W07,103,273,2026-09-06T01:25:20.954352
P0045,W08,917,179,2026-09-06T01:25:20.954352
P0046,W01,739,138,2026-09-06T01:25:20.954352
P0046,W02,12,255,2026-09-06T01:25:20.954352
P0046,W03,258,147,2026-09-06T01:25:20.954352
P0046,W04,35,212,2026-09-06T01:25:20.954352
P0046,W05,608,161,2026-09-06T01:25:20.954352
P0046,W06,917,223,2026-09-06T01:25:20.954352
P0046,W07,267,128,2026-09-06T01:25:20.954352
P0046,W08,378,266,2026-09-06T01:25:20.954352
P0047,W01,520,216,2026-09-06T01:25:20.954352
P0047,W02,67,258,2026-09-06T01:25:20.954352
P0047,W03,725,257,2026-09-06T01:25:20.954352
P0047,W04,294,136,2026-09-06T01:25:20.954352
P0047,W05,350,112,2026-09-06T01:25:20.954352
P0047,W06,1000,269,2026-09-06T01:25:20.954352
P0047,W07,337,245,2026-09-06T01:25:20.954352
P0047,W08,139,269,2026-09-06T01:25:20.954352
P0048,W01,982,184,2026-09-06T01:25:20.954352
P0048,W02,231,264,2026-09-06T01:25:20.954352
P0048,W03,826,100,2026-09-06T01:25:20.954352
P0048,W04,884,296,2026-09-06T01:25:20.954352
P0048,W05,588,193,2026-09-06T01:25:20.954352
P0048,W06,367,276,2026-09-06T01:25:20.954352
P0048,W07,868,289,2026-09-06T01:25:20.954352
P0048,W08,700,240,2026-09-06T01:25:20.954352
P0049,W01,503,226,2026-09-06T01:25:20.954352
P0049,W02,622,280,2026-09-06T01:25:20.954352
P0049,W03,621,157,2026-09-06T01:25:20.954352
P0049,W04,404,175,2026-09-06T01:25:20.954352
P0049,W05,687,300,2026-09-06T01:25:20.954352
P0049,W06,186,225,2026-09-06T01:25:20.954352
P0049,W07,215,217,2026-09-06T01:25:20.954352
P0049,W08,599,189,2026-09-06T01:25:20.954352
P0050,W01,464,138,2026-09-06T01:25:20.954352
P0050,W02,227,233,2026-09-06T01:25:20.954352
P0050,W03,738,260,2026-09-06T01:25:20.954352
P0050,W04,101,208,2026-09-06T01:25:20.954352
P0050,W05,983,274,2026-09-06T01:25:20.954352
P0050,W06,803,118,2026-09-06T01:25:20.954352
P0050,W07,130,249,2026-09-06T01:25:20.954352
P0050,W08,152,121,2026-09-06T01:25:20.954352
P0051,W01,245,182,2026-09-06T01:25:20.954352
P0051,W02,106,126,2026-09-06T01:25:20.954352
P0051,W03,675,262,2026-09-06T01:25:20.954352
P0051,W04,75,161,2026-09-06T01:25:20.954352
P0051,W05,671,153,2026-09-06T01:25:20.954352
P0051,W06,51,127,2026-09-06T01:25:20.954352
P0051,W07,30,221,2026-09-06T01:25:20.954352
P0051,W08,336,148,2026-09-06T01:25:20.954352
P0052,W01,381,295,2026-09-06T01:25:20.954352
P0052,W02,692,111,2026-09-06T01:25:20.954352
P0052,W03,182,166,2026-09-06T01:25:20.954352
P0052,W04,414,247,2026-09-06T01:25:20.954352
P0052,W05,285,234,2026-09-06T01:25:20.954352
P0052,W06,852,298,2026-09-06T01:25:20.954352
P0052,W07,832,173,2026-09-06T01:25:20.954352
P0052,W08,728,287,2026-09-06T01:25:20.954352
P0053,W01,897,126,2026-09-06T01:25:20.954352
P0053,W02,174,154,2026-09-06T01:25:20.954352
P0053,W03,142,286,2026-09-06T01:25:20.954352
P0053,W04,129,146,2026-09-06T01:25:20.954352
P0053,W05,233,143,2026-09-06T01:25:20.954352
P0053,W06,928,108,2026-09-06T01:25:20.954352
P0053,W07,571,223,2026-09-06T01:25:20.954352
P0053,W08,804,163,2026-09-06T01:25:20.954352
P0054,W01,536,292,2026-09-06T01:25:20.954352
P0054,W02,329,280,2026-09-06T01:25:20.954352
P0054,W03,880,221,2026-09-06T01:25:20.954352
P0054,W04,60,296,2026-09-06T01:25:20.954352
P0054,W05,775,295,2026-09-06T01:25:20.954352
P0054,W06,736,247,2026-09-06T01:25:20.954352
P0054,W07,311,153,2026-09-06T01:25:20.954352
P0054,W08,598,126,2026-09-06T01:25:20.954352
P0055,W01,254,222,2026-09-06T01:25:20.954352
P0055,W02,12,234,2026-09-06T01:25:20.954352
P0055,W03,998,190,2026-09-06T01:25:20.954352
P0055,W04,575,212,2026-09-06T01:25:20.954352
P0055,W05,981,232,2026-09-06T01:25:20.954352
P0055,W06,210,222,2026-09-06T01:25:20.954352
P0055,W07,632,143,2026-09-06T01:25:20.954352
P0055,W08,126,157,2026-09-06T01:25:20.954352
P0056,W01,972,128,2026-09-06T01:25:20.954352
P0056,W02,434,289,2026-09-06T01:25:20.954352
P0056,W03,567,147,2026-09-06T01:25:20.954352
P0056,W04,143,196,2026-09-06T01:25:20.954352
P0056,W05,665,113,2026-09-06T01:25:20.954352
P0056,W06,528,101,2026-09-06T01:25:20.954352
P0056,W07,632,252,2026-09-06T01:25:20.954352
P0056,W08,214,214,2026-09-06T01:25:20.954352
P0057,W01,69,195,2026-09-06T01:25:20.954352
P0057,W02,109,259,2026-09-06T01:25:20.954352
P0057,W03,237,119,2026-09-06T01:25:20.954352
P0057,W04,947,214,2026-09-06T01:25:20.954352
P0057,W05,862,239,2026-09-06T01:25:20.954352
P0057,W06,308,169,2026-09-06T01:25:20.954352
P0057,W07,731,253,2026-09-06T01:25:20.954352
P0057,W08,557,243,2026-09-06T01:25:20.954352
P0058,W01,805,297,2026-09-06T01:25:20.954352
P0058,W02,823,163,2026-09-06T01:25:20.954352
P0058,W03,553,100,2026-09-06T01:25:20.954352
P0058,W04,202,213,2026-09-06T01:25:20.954352
P0058,W05,653,171,2026-09-06T01:25:20.954352
P0058,W06,665,212,2026-09-06T01:25:20.954352
P0058,W07,909,289,2026-09-06T01:25:20.954352
P0058,W08,823,159,2026-09-06T01:25:20.954352
P0059,W01,556,131,2026-09-06T01:25:20.954352
P0059,W02,98,157,2026-09-06T01:25:20.954352
P0059,W03,812,153,2026-09-06T01:25:20.954352
P0059,W04,456,115,2026-09-06T01:25:20.954352
P0059,W05,687,164,2026-09-06T01:25:20.954352
P0059,W06,588,168,2026-09-06T01:25:20.954352
P0059,W07,405,143,2026-09-06T01:25:20.954352
P0059,W08,313,193,2026-09-06T01:25:20.954352
P0060,W01,320,178,2026-09-06T01:25:20.954352
P0060,W02,31,212,2026-09-06T01:25:20.954352
P0060,W03,876,224,2026-09-06T01:25:20.954352
P0060,W04,903,103,2026-09-06T01:25:20.954352
P0060,W05,15,182,2026-09-06T01:25:20.954352
P0060,W06,935,159,2026-09-06T01:25:20.954352
P0060,W07,940,191,2026-09-06T01:25:20.954352
P0060,W08,329,266,2026-09-06T01:25:20.954352
P0061,W01,965,229,2026-09-06T01:25:20.954352
P0061,W02,531,133,2026-09-06T01:25:20.954352
P0061,W03,874,152,2026-09-06T01:25:20.954352
P0061,W04,939,167,2026-09-06T01:25:20.954352
P0061,W05,565,285,2026-09-06T01:25:20.954352
P0061,W06,103,270,2026-09-06T01:25:20.954352
P0061,W07,127,299,2026-09-06T01:25:20.954352
P0061,W08,523,107,2026-09-06T01:25:20.954352
P0062,W01,683,242,2026-09-06T01:25:20.954352
P0062,W02,830,145,2026-09-06T01:25:20.954352
P0062,W03,578,266,2026-09-06T01:25:20.954352
P0062,W04,763,159,2026-09-06T01:25:20.954352
P0062,W05,529,182,2026-09-06T01:25:20.954352
P0062,W06,59,134,2026-09-06T01:25:20.954352
P0062,W07,746,236,2026-09-06T01:25:20.954352
P0062,W08,287,225,2026-09-06T01:25:20.954352
P0063,W01,492,251,2026-09-06T01:25:20.954352
P0063,W02,998,241,2026-09-06T01:25:20.954352
P0063,W03,782,142,2026-09-06T01:25:20.954352
P0063,W04,984,187,2026-09-06T01:25:20.954352
P0063,W05,527,224,2026-09-06T01:25:20.954352
P0063,W06,753,190,2026-09-06T01:25:20.954352
P0063,W07,224,218,2026-09-06T01:25:20.954352
P0063,W08,71,195,2026-09-06T01:25:20.954352
P0064,W01,436,297,2026-09-06T01:25:20.954352
P0064,W02,301,125,2026-09-06T01:25:20.954352
P0064,W03,328,160,2026-09-06T01:25:20.954352
P0064,W04,221,290,2026-09-06T01:25:20.954352
P0064,W05,34,214,2026-09-06T01:25:20.954352
P0064,W06,790,104,2026-09-06T01:25:20.954352
P0064,W07,390,205,2026-09-06T01:25:20.954352
P0064,W08,426,274,2026-09-06T01:25:20.954352
P0065,W01,913,226,2026-09-06T01:25:20.954352
P0065,W02,62,265,2026-09-06T01:25:20.954352
P0065,W03,911,269,2026-09-06T01:25:20.954352
P0065,W04,714,202,2026-09-06T01:25:20.954352
