order_id,product_id,warehouse_id,quantity,status,order_timestamp
O000067,P0099,W01,28,CANCELLED,2026-08-24T18:49:20.880590
O000068,P0001,W06,10,CANCELLED,2026-08-28T18:24:20.880590
O000069,P0069,W04,16,PROCESSING,2026-08-26T03:05:20.880590
O000070,P0056,W08,1,CANCELLED,2026-08-19T11:32:20.880590
O000071,P0086,W07,24,PROCESSING,2026-08-22T08:33:20.880590
O000072,P0017,W01,30,CANCELLED,2026-08-28T07:55:20.880590
O000073,P0073,W01,3,CANCELLED,2026-09-02T23:55:20.880590
O000074,P0060,W03,2,FULFILLED,2026-08-13T05:38:20.880590
O000075,P0042,W04,15,FULFILLED,2026-08-24T07:29:20.880590
O000076,P0098,W07,9,CANCELLED,2026-08-22T10:03:20.880590
O000077,P0011,W08,1,PLACED,2026-08-18T12:57:20.880590
O000078,P0029,W02,25,PLACED,2026-08-22T23:40:20.880590
O000079,P0032,W04,27,PLACED,2026-08-08T11:18:20.880590
O000080,P0020,W04,5,CANCELLED,2026-09-04T08:04:20.880590
O000081,P0073,W04,15,FULFILLED,2026-08-12T06:21:20.880590
O000082,P0022,W02,25,PROCESSING,2026-08-23T20:20:20.880590
O000083,P0014,W01,30,FULFILLED,2026-08-21T05:09:20.880590
O000084,P0087,W07,13,PROCESSING,2026-09-02T06:20:20.880590
O000085,P0076,W04,4,FULFILLED,2026-08-10T12:25:20.880590
O000086,P0016,W01,12,CANCELLED,2026-09-03T09:13:20.880590
O000087,P0009,W06,1,CANCELLED,2026-08-23T22:10:20.880590
O000088,P0014,W07,12,CANCELLED,2026-08-29T08:50:20.880590
O000089,P0056,W03,24,FULFILLED,2026-08-14T00:31:20.880590
O000090,P0069,W08,15,CANCELLED,2026-09-04T02:09:20.880590
O000091,P0035,W06,28,PROCESSING,2026-09-03T00:33:20.880590
O000092,P0036,W08,8,CANCELLED,2026-08-11T00:04:20.880590
O000093,P0079,W07,11,PLACED,2026-09-01T23:50:20.880590
O000094,P0042,W03,16,PROCESSING,2026-08-29T13:19:20.880590
O000095,P0034,W06,9,FULFILLED,2026-08-23T04:58:20.880590
O000096,P0002,W04,3,PROCESSING,2026-09-01T08:29:20.880590
O000097,P0063,W04,23,CANCELLED,2026-08-25T13:20:20.880590
O000098,P0092,W08,15,PLACED,2026-09-05T10:54:20.880590
O000099,P0038,W04,13,PROCESSING,2026-08-11T07:03:20.880590
O000100,P0085,W06,16,FULFILLED,2026-08-20T23:52:20.880590
O000101,P0096,W06,12,CANCELLED,2026-08-26T10:10:20.880590
O000102,P0040,W05,8,PLACED,2026-08-19T09:19:20.880590
O000103,P0041,W02,24,PROCESSING,2026-08-15T19:46:20.880590
O000104,P0028,W08,9,FULFILLED,2026-08-15T18:37:20.880590
O000105,P0025,W05,8,FULFILLED,2026-08-11T15:13:20.880590
O000106,P0039,W01,23,PROCESSING,2026-08-15T05:24:20.880590
O000107,P0006,W01,18,FULFILLED,2026-08-19T13:02:20.880590
O000108,P0082,W08,4,PLACED,2026-08-12T19:20:20.880590
O000109,P0037,W08,16,CANCELLED,2026-09-02T04:26:20.880590
O000110,P0024,W01,9,CANCELLED,2026-08-22T13:33:20.880590
O000111,P0009,W07,16,PLACED,2026-08-12T06:01:20.880590
O000112,P0081,W01,5,PROCESSING,2026-09-02T07:40:20.880590
O000113,P0039,W02,8,PLACED,2026-09-01T16:11:20.880590
O000114,P0098,W07,20,PROCESSING,2026-09-01T10:58:20.880590
O000115,P0049,W08,30,CANCELLED,2026-08-30T20:12:20.880590
O000116,P0076,W07,10,PLACED,2026-08-20T14:12:20.880590
O000117,P0095,W02,25,PROCESSING,2026-09-03T19:17:20.880590
O000118,P0028,W05,22,PLACED,2026-09-04T12:38:20.880590
O000119,P0031,W03,18,PLACED,2026-08-14T04:57:20.880590
O000120,P0001,W07,15,CANCELLED,2026-08-14T04:23:20.880590
O000121,P0005,W04,10,FULFILLED,2026-08-20T07:32:20.880590
O000122,P0010,W04,30,FULFILLED,2026-08-27T17:20:20.880590
O000123,P0076,W04,14,PLACED,2026-09-04T12:08:20.880590
O000124,P0029,W03,30,FULFILLED,2026-08-31T20:13:20.880590
O000125,P0010,W01,6,FULFILLED,2026-08-13T12:46:20.880590
O000126,P0096,W05,15,PLACED,2026-09-03T03:21:20.880590
O000127,P0089,W05,23,CANCELLED,2026-08-28T09:21:20.880590
O000128,P0065,W08,15,PLACED,2026-08-19T10:46:20.880590
O000129,P0006,W07,24,FULFILLED,2026-09-03T06:37:20.880590
O000130,P0033,W01,3,PROCESSING,2026-09-03T12:49:20.880590
O000131,P0076,W01,25,FULFILLED,2026-09-02T05:41:20.880590
O000132,P0006,W03,16,CANCELLED,2026-09-02T06:49:20.880590
O000133,P0024,W07,21,CANCELLED,2026-08-19T17:14:20.880590
O000134,P0061,W06,14,FULFILLED,2026-08-11T05:04:20.880590
O000135,P0086,W02,28,PROCESSING,2026-08-21T16:05:20.880590
O000136,P0053,W08,10,CANCELLED,2026-08-22T01:39:20.880590
O000137,P0005,W08,3,FULFILLED,2026-09-01T02:16:20.880590
O000138,P0042,W02,25,CANCELLED,2026-08-18T13:06:20.880590
O000139,P0001,W08,14,PLACED,2026-08-30T11:29:20.880590
O000140,P0067,W06,20,CANCELLED,2026-08-15T14:18:20.880590
O000141,P0057,W01,7,FULFILLED,2026-09-04T12:31:20.880590
O000142,P0017,W05,15,CANCELLED,2026-09-01T01:18:20.880590
O000143,P0004,W04,23,PROCESSING,2026-08-12T14:02:20.880590
O000144,P0071,W01,18,CANCELLED,2026-08-21T04:50:20.880590
O000145,P0029,W02,15,PLACED,2026-08-11T07:13:20.880590
O000146,P0020,W08,30,FULFILLED,2026-09-05T12:53:20.880590
O000147,P0091,W05,14,CANCELLED,2026-08-30T05:14:20.880590
O000148,P0032,W08,18,PROCESSING,2026-08-28T13:12:20.880590
O000149,P0025,W03,28,PLACED,2026-08-24T12:23:20.880590
O000150,P0099,W07,11,FULFILLED,2026-08-19T15:09:20.880590
O000151,P0037,W05,27,CANCELLED,2026-08-07T04:13:20.880590
O000152,P0058,W08,12,FULFILLED,2026-08-13T19:43:20.880590
O000153,P0098,W07,15,FULFILLED,2026-09-01T04:15:20.880590
O000154,P0090,W04,19,CANCELLED,2026-08-15T15:28:20.880590
O000155,P0100,W07,2,FULFILLED,2026-08-17T16:31:20.880590
O000156,P0091,W07,13,PROCESSING,2026-08-28T14:01:20.880590
O000157,P0005,W03,17,FULFILLED,2026-08-29T14:26:20.880590
O000158,P0057,W02,17,CANCELLED,2026-08-11T15:02:20.880590
O000159,P0093,W03,14,PROCESSING,2026-08-07T18:10:20.880590
O000160,P0061,W05,11,CANCELLED,2026-08-10T11:08:20.880590
O000161,P0011,W06,28,CANCELLED,2026-09-05T15:12:20.880590
O000162,P0081,W08,28,PLACED,2026-08-21T11:17:20.880590
O000163,P0009,W04,21,FULFILLED,2026-09-04T03:50:20.880590
O000164,P0096,W02,14,PLACED,2026-08-17T09:53:20.880590
O000165,P0091,W02,15,PROCESSING,2026-09-04T21:38:20.880590
O000166,P0004,W01,11,PLACED,2026-08-20T16:30:20.880590
O000167,P0046,W06,14,PROCESSING,2026-08-20T09:51:20.880590
O000168,P0068,W07,19,PROCESSING,2026-08-18T04:08:20.880590
O000169,P0023,W02,20,CANCELLED,2026-08-14T19:05:20.880590
O000170,P0088,W04,16,PROCESSING,2026-09-04T06:18:20.880590
O000171,P0060,W05,15,FULFILLED,2026-08-17T15:01:20.880590
O000172,P0060,W05,22,PROCESSING,2026-08-07T11:40:20.880590
O000173,P0057,W06,19,FULFILLED,2026-08-10T10:05:20.880590
O000174,P0055,W05,15,FULFILLED,2026-09-05T03:18:20.880590
O000175,P0050,W08,4,PROCESSING,2026-08-16T03:00:20.880590
O000176,P0074,W06,19,FULFILLED,2026-08-24T09:58:20.880590
O000177,P0003,W07,9,PLACED,2026-08-20T11:53:20.880590
O000178,P0088,W01,30,CANCELLED,2026-09-01T19:33:20.880590
O000179,P0100,W04,20,FULFILLED,2026-08-20T02:01:20.880590
O000180,P0082,W04,20,FULFILLED,2026-08-17T00:37:20.880590
O000181,P0088,W03,21,PLACED,2026-09-06T01:25:20.880590
O000182,P0083,W01,10,CANCELLED,2026-09-04T14:46:20.880590
O000183,P0075,W06,24,PROCESSING,2026-08-08T13:51:20.880590
O000184,P0038,W06,24,CANCELLED,2026-08-11T03:51:20.880590
O000185,P0026,W03,26,FULFILLED,2026-08-15T01:15:20.880590
O000186,P0065,W05,27,PROCESSING,2026-08-31T05:14:20.880590
O000187,P0062,W05,24,FULFILLED,2026-08-18T18:05:20.880590
O000188,P0060,W02,5,PROCESSING,2026-08-12T07:12:20.880590
O000189,P0072,W06,3,CANCELLED,2026-08-25T03:29:20.880590
O000190,P0034,W02,15,FULFILLED,2026-08-07T16:37:20.880590
O000191,P0075,W07,27,FULFILLED,2026-08-18T23:46:20.880590
O000192,P0087,W04,16,PLACED,2026-08-11T23:45:20.880590
O000193,P0072,W06,30,PROCESSING,2026-09-04T06:07:20.880590
O000194,P0009,W08,30,FULFILLED,2026-09-05T12:49:20.880590
O000195,P0053,W02,5,PLACED,2026-09-05T14:33:20.880590
O000196,P0039,W08,4,PLACED,2026-08-08T18:03:20.880590
O000197,P0069,W03,13,CANCELLED,2026-08-17T17:52:20.880590
O000198,P0086,W07,19,PROCESSING,2026-08-23T22:39:20.880590
O000199,P0084,W02,27,CANCELLED,2026-08-25T22:34:20.880590
O000200,P0053,W05,2,FULFILLED,2026-09-04T01:52:20.880590
O000201,P0057,W08,8,FULFILLED,2026-08-16T22:43:20.880590
O000202,P0088,W06,18,FULFILLED,2026-08-11T13:56:20.880590
O000203,P0051,W05,7,PLACED,2026-08-09T19:33:20.880590
O000204,P0012,W04,21,PLACED,2026-08-27T18:05:20.880590
O000205,P0043,W04,5,PROCESSING,2026-08-09T08:39:20.880590
O000206,P0098,W04,19,PROCESSING,2026-08-10T04:21:20.880590
O000207,P0043,W03,26,PLACED,2026-08-17T15:54:20.880590
O000208,P0019,W03,18,FULFILLED,2026-08-19T16:16:20.880590
O000209,P0015,W01,5,PLACED,2026-08-15T00:00:20.880590
O000210,P0031,W06,1,PROCESSING,2026-08-23T08:42:20.880590
O000211,P0007,W03,24,CANCELLED,2026-08-19T03:16:20.880590
O000212,P0015,W02,16,CANCELLED,2026-08-31T00:02:20.880590
O000213,P0066,W02,15,PROCESSING,2026-08-23T12:51:20.880590
O000214,P0006,W05,15,PLACED,2026-09-04T01:16:20.880590
O000215,P0062,W07,14,PLACED,2026-08-09T19:51:20.880590
O000216,P0092,W08,3,PLACED,2026-08-29T08:55:20.880590
O000217,P0078,W03,3,PROCESSING,2026-08-21T17:14:20.880590
O000218,P0080,W06,13,FULFILLED,2026-08-19T13:48:20.880590
O000219,P0065,W07,4,PLACED,2026-08-27T16:59:20.880590
O000220,P0084,W04,14,CANCELLED,2026-09-05T20:32:20.880590
O000221,P0053,W06,27,CANCELLED,2026-08-17T10:59:20.880590
O000222,P0054,W02,11,CANCELLED,2026-08-25T04:56:20.880590
O000223,P0086,W05,12,PROCESSING,2026-08-21T06:46:20.880590
O000224,P0009,W02,27,PLACED,2026-08-28T15:26:20.880590
O000225,P0056,W02,24,FULFILLED,2026-08-11T07:14:20.880590
O000226,P0072,W01,19,FULFILLED,2026-08-12T23:32:20.880590
O000227,P0053,W06,28,CANCELLED,2026-08-12T14:55:20.880590
O000228,P0037,W05,12,PLACED,2026-08-09T09:36:20.880590
O000229,P0065,W04,5,CANCELLED,2026-09-02T08:39:20.880590
O000230,P0014,W06,28,FULFILLED,2026-08-17T06:21:20.880590
O000231,P0098,W05,19,PROCESSING,2026-08-12T06:54:20.880590
O000232,P0072,W01,20,FULFILLED,2026-08-26T14:07:20.880590
O000233,P0024,W05,23,FULFILLED,2026-08-08T09:02:20.880590
O000234,P0045,W01,6,PROCESSING,2026-08-22T12:35:20.880590
O000235,P0085,W07,3,PROCESSING,2026-09-01T19:59:20.880590
O000236,P0004,W02,24,PROCESSING,2026-09-04T21:00:20.880590
O000237,P0054,W08,11,PROCESSING,2026-08-24T04:19:20.880590
O000238,P0040,W06,25,PLACED,2026-08-23T21:36:20.880590
O000239,P0020,W03,25,PLACED,2026-08-09T10:52:20.880590
O000240,P0035,W08,22,CANCELLED,2026-08-10T18:31:20.880590
O000241,P0078,W08,14,FULFILLED,2026-08-29T03:53:20.880590
O000242,P0097,W02,12,CANCELLED,2026-08-16T20:52:20.880590
O000243,P0037,W08,17,FULFILLED,2026-08-12T02:32:20.880590
O000244,P0029,W07,20,PLACED,2026-08-09T03:01:20.880590
O000245,P0027,W05,7,PROCESSING,2026-08-07T09:48:20.880590
O000246,P0038,W06,4,PLACED,2026-08-18T16:30:20.880590
O000247,P0096,W07,6,PROCESSING,2026-08-29T16:41:20.880590
O000248,P0069,W04,17,FULFILLED,2026-08-24T08:42:20.880590
O000249,P0051,W01,14,PLACED,2026-08-10T08:08:20.880590
O000250,P0010,W06,19,CANCELLED,2026-08-27T23:35:20.880590
O000251,P0052,W07,10,PLACED,2026-09-02T03:43:20.880590
O000252,P0003,W06,6,CANCELLED,2026-08-25T11:49:20.880590
O000253,P0012,W07,28,PLACED,2026-08-23T12:39:20.880590
O000254,P0056,W07,17,PLACED,2026-08-18T03:10:20.880590
O000255,P0040,W06,8,FULFILLED,2026-08-25T01:41:20.880590
O000256,P0010,W02,17,PROCESSING,2026-08-14T17:03:20.880590
O000257,P0045,W03,8,PLACED,2026-08-22T23:01:20.880590
O000258,P0033,W04,6,PROCESSING,2026-08-13T17:22:20.880590
O000259,P0010,W03,25,CANCELLED,2026-09-05T21:24:20.880590
O000260,P0097,W08,22,FULFILLED,2026-08-28T04:10:20.880590
O000261,P0041,W03,15,PLACED,2026-09-04T14:30:20.880590
O000262,P0057,W05,26,FULFILLED,2026-08-28T09:36:20.880590
O000263,P0008,W06,17,PLACED,2026-09-02T23:24:20.880590
O000264,P0060,W08,2,PLACED,2026-08-21T04:27:20.880590
O000265,P0037,W02,21,PLACED,2026-08-23T20:10:20.880590
O000266,P0077,W07,15,PLACED,2026-09-04T01:10:20.880590
O000267,P0074,W04,11,CANCELLED,2026-08-27T12:38:20.880590
O000268,P0020,W01,15,PLACED,2026-08-29T21:02:20.880590
O000269,P0092,W02,17,PROCESSING,2026-08-22T16:32:20.880590
O000270,P0032,W08,15,PROCESSING,2026-08-08T20:10:20.880590
O000271,P0048,W05,13,CANCELLED,2026-08-23T14:53:20.880590
O000272,P0087,W01,26,FULFILLED,2026-08-22T11:00:20.880590
O000273,P0043,W02,18,CANCELLED,2026-08-10T01:24:20.880590
O000274,P0033,W03,11,PLACED,2026-08-19T23:46:20.880590
O000275,P0085,W03,30,FULFILLED,2026-09-02T13:55:20.880590
O000276,P0084,W07,5,PLACED,2026-08-21T04:16:20.880590
O000277,P0072,W07,21,FULFILLED,2026-08-21T03:33:20.880590
O000278,P0086,W02,21,CANCELLED,2026-08-12T21:00:20.880590
O000279,P0047,W01,12,FULFILLED,2026-08-30T04:49:20.880590
O000280,P0028,W06,25,CANCELLED,2026-08-15T06:18:20.880590
O000281,P0029,W03,5,PLACED,2026-08-15T19:08:20.880590
O000282,P0013,W01,22,FULFILLED,2026-08-20T12:30:20.880590
O000283,P0017,W07,5,PROCESSING,2026-09-04T04:28:20.880590
O000284,P0089,W03,24,CANCELLED,2026-08-15T06:56:20.880590
O000285,P0053,W06,22,PROCESSING,2026-08-09T01:08:20.880590
O000286,P0079,W05,25,CANCELLED,2026-08-27T06:36:20.880590
O000287,P0069,W04,10,CANCELLED,2026-08-17T17:00:20.880590
O000288,P0048,W08,15,FULFILLED,2026-08-15T21:20:20.880590
O000289,P0065,W07,6,PROCESSING,2026-08-24T10:31:20.880590
O000290,P0018,W05,2,CANCELLED,2026-09-03T13:52:20.880590
O000291,P0071,W02,23,PLACED,2026-08-23T22:52:20.880590
O000292,P0011,W03,9,CANCELLED,2026-08-20T00:46:20.880590
O000293,P0019,W07,3,PROCESSING,2026-08-30T10:08:20.880590
O000294,P0045,W01,14,PLACED,2026-08-27T14:10:20.880590
O000295,P0065,W06,8,CANCELLED,2026-08-25T02:27:20.880590
O000296,P0048,W04,1,FULFILLED,2026-08-10T18:33:20.880590
O000297,P0092,W06,26,PROCESSING,2026-08-11T13:38:20.880590
O000298,P0005,W05,30,CANCELLED,2026-08-13T07:42:20.880590
O000299,P0098,W08,15,PLACED,2026-08-13T09:00:20.880590
O000300,P0003,W05,7,PROCESSING,2026-08-10T15:57:20.880590
O000301,P0094,W07,4,FULFILLED,2026-09-01T00:51:20.880590
O000302,P0039,W02,2,PROCESSING,2026-08-17T20:58:20.880590
O000303,P0082,W08,3,PLACED,2026-08-26T03:58:20.880590
O000304,P0077,W01,21,PROCESSING,2026-08-29T19:21:20.880590
O000305,P0038,W07,1,FULFILLED,2026-08-13T14:14:20.880590
O000306,P0074,W07,6,PLACED,2026-08-18T00:10:20.880590
O000307,P0047,W02,17,PLACED,2026-08-30T21:12:20.880590
O000308,P0061,W01,21,CANCELLED,2026-08-24T19:53:20.880590
O000309,P0033,W01,12,PLACED,2026-08-24T01:09:20.880590
O000310,P0031,W02,25,FULFILLED,2026-08-22T18:01:20.880590
O000311,P0006,W06,18,FULFILLED,2026-08-13T03:08:20.880590
O000312,P0023,W08,23,CANCELLED,2026-09-05T07:31:20.880590
O000313,P0024,W03,3,CANCELLED,2026-09-04T19:26:20.880590
O000314,P0038,W04,2,PROCESSING,2026-08-08T17:48:20.880590
O000315,P0041,W05,17,CANCELLED,2026-08-08T23:11:20.880590
O000316,P0061,W05,2,PROCESSING,2026-08-31T18:33:20.880590
O000317,P0046,W01,28,FULFILLED,2026-08-20T01:55:20.880590
O000318,P0016,W06,14,CANCELLED,2026-08-19T11:50:20.880590
O000319,P0050,W06,6,CANCELLED,2026-08-27T01:43:20.880590
O000320,P0048,W05,26,PLACED,2026-08-29T16:50:20.880590
O000321,P0011,W07,20,PROCESSING,2026-08-26T09:05:20.880590
O000322,P0038,W06,4,PLACED,2026-08-31T21:13:20.880590
O000323,P0085,W05,10,CANCELLED,2026-08-21T23:35:20.880590
O000324,P0092,W07,6,CANCELLED,2026-09-03T11:38:20.880590
O000325,P0058,W01,24,FULFILLED,2026-08-23T01:23:20.880590
O000326,P0056,W05,21,PLACED,2026-09-04T00:59:20.880590
O000327,P0086,W07,12,PROCESSING,2026-08-10T11:22:20.880590
O000328,P0019,W08,2,PROCESSING,2026-08-08T11:25:20.880590
O000329,P0031,W06,12,CANCELLED,2026-08-10T02:51:20.880590
O000330,P0005,W03,22,CANCELLED,2026-09-01T20:59:20.880590
O000331,P0048,W08,25,PLACED,2026-08-23T22:36:20.880590
O000332,P0018,W06,13,FULFILLED,2026-09-02T04:17:20.880590
O000333,P0036,W04,4,PLACED,2026-09-05T14:54:20.880590
O000334,P0064,W07,30,PLACED,2026-08-15T12:37:20.880590
O000335,P0100,W05,23,CANCELLED,2026-08-18T23:20:20.880590
O000336,P0079,W05,23,CANCELLED,2026-08-16T19:47:20.880590
O000337,P0016,W03,28,PLACED,2026-08-16T04:03:20.880590
O000338,P0023,W08,3,FULFILLED,2026-08-27T15:10:20.880590
O000339,P0091,W02,18,FULFILLED,2026-08-22T20:53:20.880590
O000340,P0021,W03,26,FULFILLED,2026-08-20T17:02:20.880590
O000341,P0029,W02,7,PROCESSING,2026-08-30T05:06:20.880590
O000342,P0064,W01,12,FULFILLED,2026-08-17T19:59:20.880590
O000343,P0071,W03,20,PLACED,2026-08-28T07:56:20.880590
O000344,P0040,W07,23,CANCELLED,2026-08-10T01:13:20.880590
O000345,P0053,W07,27,PLACED,2026-08-30T23:36:20.880590
O000346,P0041,W02,15,CANCELLED,2026-08-12T18:18:20.880590
O000347,P0045,W03,29,PROCESSING,2026-08-30T14:30:20.880590
O000348,P0056,W01,27,PLACED,2026-08-12T22:21:20.880590
O000349,P0020,W05,6,PROCESSING,2026-08-30T15:19:20.880590
O000350,P0091,W04,12,FULFILLED,2026-08-21T17:50:20.880590
O000351,P0033,W04,21,FULFILLED,2026-08-10T15:33:20.880590
O000352,P0081,W05,20,PLACED,2026-08-12T18:08:20.880590
O000353,P0083,W03,19,PROCESSING,2026-08-29T22:21:20.880590
O000354,P0085,W06,27,PLACED,2026-08-14T20:24:20.880590
O000355,P0011,W01,21,FULFILLED,2026-08-08T08:24:20.880590
O000356,P0027,W07,20,PLACED,2026-09-05T16:37:20.880590
O000357,P0081,W05,21,FULFILLED,2026-08-29T17:24:20.880590
O000358,P0032,W07,10,CANCELLED,2026-08-29T00:55:20.880590
O000359,P0089,W01,6,CANCELLED,2026-08-10T09:07:20.880590
O000360,P0062,W08,7,FULFILLED,2026-08-25T23:23:20.880590
O000361,P0019,W06,28,FULFILLED,2026-09-03T16:03:20.880590
O000362,P0052,W03,25,FULFILLED,2026-08-22T18:39:20.880590
O000363,P0072,W02,11,PROCESSING,2026-08-30T11:54:20.880590
O000364,P0016,W05,15,PROCESSING,2026-08-28T06:55:20.880590
O000365,P0013,W01,10,CANCELLED,2026-08-13T11:17:20.880590
O000366,P0054,W04,28,PROCESSING,2026-09-04T01:34:20.880590
O000367,P0074,W06,7,PROCESSING,2026-08-21T23:03:20.880590
O000368,P0066,W08,16,FULFILLED,2026-08-29T17:39:20.880590
O000369,P0003,W02,13,CANCELLED,2026-08-29T16:40:20.880590
O000370,P0028,W06,2,PLACED,2026-08-18T00:21:20.880590
O000371,P0064,W08,10,PLACED,2026-08-19T20:43:20.880590
O000372,P0056,W03,29,FULFILLED,2026-08-11T22:49:20.880590
O000373,P0098,W07,12,PLACED,2026-08-23T16:56:20.880590
O000374,P0007,W04,12,FULFILLED,2026-08-25T06:57:20.880590
O000375,P0050,W08,25,FULFILLED,2026-08-10T09:43:20.880590
O000376,P0088,W02,5,PLACED,2026-09-04T10:09:20.880590
O000377,P0048,W06,18,FULFILLED,2026-08-24T23:39:20.880590
O000378,P0026,W07,17,PLACED,2026-08-13T14:59:20.880590
O000379,P0005,W03,23,FULFILLED,2026-08-09T02:54:20.880590
O000380,P0067,W08,5,PROCESSING,2026-08-28T14:52:20.880590
O000381,P0079,W06,6,CANCELLED,2026-08-21T23:38:20.880590
O000382,P0095,W05,19,FULFILLED,2026-09-04T02:47:20.880590
O000383,P0066,W08,23,FULFILLED,2026-08-30T03:32:20.880590
O000384,P0003,W06,11,PLACED,2026-08-28T16:07:20.880590
O000385,P0075,W05,26,PLACED,2026-08-26T00:23:20.880590
O000386,P0061,W05,21,PROCESSING,2026-09-03T05:24:20.880590
O000387,P0075,W08,6,CANCELLED,2026-08-09T09:30:20.880590
O000388,P0088,W04,2,PLACED,2026-08-13T18:49:20.880590
O000389,P0003,W08,11,CANCELLED,2026-08-15T17:48:20.880590
O000390,P0053,W04,14,CANCELLED,2026-08-13T22:49:20.880590
O000391,P0091,W03,17,PROCESSING,2026-08-09T21:26:20.880590
O000392,P0042,W08,17,CANCELLED,2026-09-01T14:03:20.880590
